fecha,estacion,temperatura,precipitacion,humedad,presion_atmosferica,velocidad_viento,calidad_aire,radiacion_solar,region,elevacion
2023-10-07,Estacion_3,6.5,0.0,71.8,906.1,7.0,24.6,281.0,Valle,850
2023-10-08,Estacion_3,8.4,0.0,75.1,908.7,13.7,55.1,219.8,Valle,850
2023-10-09,Estacion_3,10.2,0.0,67.8,907.3,9.4,132.9,330.2,Valle,850
2023-10-10,Estacion_3,8.9,0.0,65.8,908.5,8.5,28.9,217.4,Valle,850
2023-10-11,Estacion_3,7.4,0.0,64.6,906.2,11.1,32.2,205.0,Valle,850
2023-10-12,Estacion_3,8.6,0.0,60.5,905.8,7.4,24.4,269.4,Valle,850
2023-10-13,Estacion_3,8.2,0.0,68.0,908.5,13.8,75.2,300.1,Valle,850
2023-10-14,Estacion_3,7.4,0.0,71.0,906.4,10.2,66.2,267.4,Valle,850
2023-10-15,Estacion_3,8.3,0.4,62.1,905.6,8.0,107.3,213.6,Valle,850
2023-10-16,Estacion_3,8.2,0.0,69.9,905.7,6.4,53.7,249.6,Valle,850
2023-10-17,Estacion_3,9.1,0.0,49.0,906.3,8.6,35.8,398.0,Valle,850
2023-10-18,Estacion_3,10.1,0.0,62.4,906.0,6.9,57.7,208.6,Valle,850
2023-10-19,Estacion_3,10.5,0.0,68.5,905.5,7.0,36.8,325.7,Valle,850
2023-10-20,Estacion_3,7.5,0.0,78.3,906.1,7.8,46.9,203.5,Valle,850
2023-10-21,Estacion_3,5.9,0.0,71.1,907.1,8.7,100.8,200.0,Valle,850
2023-10-22,Estacion_3,6.8,0.0,69.4,907.5,7.3,49.0,310.1,Valle,850
2023-10-23,Estacion_3,10.2,0.0,62.1,907.6,6.4,73.8,258.7,Valle,850
2023-10-24,Estacion_3,10.8,0.0,65.6,906.7,8.3,30.9,305.1,Valle,850
2023-10-25,Estacion_3,8.0,0.0,64.8,904.5,10.7,54.7,311.7,Valle,850
2023-10-26,Estacion_3,10.5,0.0,71.0,908.1,13.3,42.3,263.1,Valle,850
2023-10-27,Estacion_3,10.0,0.0,63.5,907.8,7.8,80.4,228.5,Valle,850
2023-10-28,Estacion_3,10.8,0.0,62.4,908.2,6.8,50.0,320.3,Valle,850
2023-10-29,Estacion_3,11.9,0.0,64.3,905.4,18.6,38.0,341.8,Valle,850
2023-10-30,Estacion_3,9.8,0.0,65.4,907.2,11.0,71.1,250.4,Valle,850
2023-10-31,Estacion_3,9.3,0.0,61.0,910.1,19.5,24.9,200.5,Valle,850
2023-11-01,Estacion_3,11.8,0.0,66.6,907.0,13.2,49.3,310.5,Valle,850
2023-11-02,Estacion_3,9.3,0.0,67.2,906.2,7.8,55.2,315.8,Valle,850
2023-11-03,Estacion_3,10.2,0.0,69.8,906.5,8.8,46.7,273.0,Valle,850
2023-11-04,Estacion_3,12.2,0.0,65.7,905.2,11.0,57.1,347.2,Valle,850
2023-11-05,Estacion_3,12.7,0.0,56.8,904.8,8.1,80.3,368.3,Valle,850
2023-11-06,Estacion_3,12.5,0.0,63.8,909.1,16.0,60.5,351.2,Valle,850
2023-11-07,Estacion_3,9.1,0.0,72.6,905.2,13.8,92.3,260.8,Valle,850
2023-11-08,Estacion_3,10.7,0.0,78.8,908.4,13.1,60.8,196.5,Valle,850
2023-11-09,Estacion_3,11.7,0.0,65.2,908.5,10.2,73.1,349.9,Valle,850
2023-11-10,Estacion_3,8.8,0.0,66.1,905.9,12.1,37.6,295.1,Valle,850
2023-11-11,Estacion_3,8.9,0.0,74.8,905.5,7.8,117.6,177.8,Valle,850
2023-11-12,Estacion_3,12.1,0.0,66.0,905.9,8.5,36.6,335.8,Valle,850
2023-11-13,Estacion_3,12.4,0.0,65.6,905.9,7.6,53.3,298.0,Valle,850
2023-11-14,Estacion_3,12.5,0.0,64.6,907.7,9.6,48.3,345.0,Valle,850
2023-11-15,Estacion_3,11.3,0.0,56.8,906.0,12.3,115.2,370.9,Valle,850
2023-11-16,Estacion_3,11.3,0.0,60.8,905.8,7.2,47.1,316.3,Valle,850
2023-11-17,Estacion_3,12.5,0.0,57.7,908.2,11.1,32.4,265.2,Valle,850
2023-11-18,Estacion_3,12.7,0.0,49.6,904.6,13.3,40.8,354.6,Valle,850
2023-11-19,Estacion_3,13.1,0.0,65.8,904.6,7.1,197.0,271.2,Valle,850
2023-11-20,Estacion_3,14.6,0.0,64.5,905.9,8.5,66.2,265.1,Valle,850
2023-11-21,Estacion_3,11.8,0.0,57.6,908.7,12.8,72.3,289.9,Valle,850
2023-11-22,Estacion_3,9.5,0.0,70.2,903.8,16.5,42.6,212.9,Valle,850
2023-11-23,Estacion_3,11.8,0.0,59.7,906.0,11.6,92.6,299.0,Valle,850
2023-11-24,Estacion_3,14.5,0.0,65.4,907.3,12.3,71.6,313.2,Valle,850
2023-11-25,Estacion_3,12.8,0.1,62.5,906.0,8.7,63.2,351.2,Valle,850
2023-11-26,Estacion_3,11.0,0.0,71.9,907.5,9.1,45.9,270.3,Valle,850
2023-11-27,Estacion_3,14.0,0.0,69.2,908.1,7.9,52.6,190.0,Valle,850
2023-11-28,Estacion_3,11.5,0.0,55.2,907.2,8.1,57.2,275.1,Valle,850
2023-11-29,Estacion_3,14.0,0.0,57.8,906.8,10.0,118.4,350.6,Valle,850
2023-11-30,Estacion_3,15.3,0.0,59.9,904.7,10.2,56.4,354.0,Valle,850
2023-12-01,Estacion_3,13.6,0.4,74.2,905.7,9.9,117.5,293.5,Valle,850
2023-12-02,Estacion_3,13.2,0.0,64.8,907.2,9.6,115.4,349.1,Valle,850
2023-12-03,Estacion_3,14.3,0.0,62.4,905.3,10.2,77.2,281.7,Valle,850
2023-12-04,Estacion_3,13.4,0.0,58.5,906.7,9.0,61.4,277.4,Valle,850
2023-12-05,Estacion_3,15.1,0.0,60.0,908.6,10.9,54.2,300.2,Valle,850
2023-12-06,Estacion_3,17.8,0.0,60.3,905.5,13.3,43.8,366.3,Valle,850
2023-12-07,Estacion_3,14.4,0.0,65.6,907.8,11.5,75.2,374.0,Valle,850
2023-12-08,Estacion_3,14.5,0.0,61.4,906.7,10.5,29.7,307.9,Valle,850
2023-12-09,Estacion_3,18.2,0.0,63.2,907.9,8.4,50.0,366.0,Valle,850
2023-12-10,Estacion_3,12.0,0.0,58.8,906.8,9.0,39.8,276.2,Valle,850
2023-12-11,Estacion_3,14.8,0.0,69.2,908.1,9.4,94.7,406.9,Valle,850
2023-12-12,Estacion_3,13.6,0.0,61.9,906.5,10.6,48.6,339.5,Valle,850
2023-12-13,Estacion_3,17.2,0.0,63.3,906.9,7.0,28.4,311.3,Valle,850
2023-12-14,Estacion_3,15.2,0.0,58.6,907.4,7.0,61.0,340.1,Valle,850
2023-12-15,Estacion_3,16.4,0.0,55.2,907.6,6.7,99.7,362.3,Valle,850
2023-12-16,Estacion_3,15.4,0.0,61.3,906.2,10.5,41.7,366.9,Valle,850
2023-12-17,Estacion_3,13.4,0.0,63.9,908.9,12.5,51.7,367.2,Valle,850
2023-12-18,Estacion_3,15.9,0.0,53.3,907.1,10.4,33.2,299.5,Valle,850
2023-12-19,Estacion_3,17.5,0.0,56.4,907.7,7.1,51.2,413.9,Valle,850
2023-12-20,Estacion_3,17.0,0.0,65.3,908.5,9.1,53.9,325.9,Valle,850
2023-12-21,Estacion_3,16.5,0.0,50.7,907.3,8.4,53.5,465.8,Valle,850
2023-12-22,Estacion_3,16.8,0.0,54.9,903.9,13.5,75.1,343.4,Valle,850
2023-12-23,Estacion_3,16.2,0.0,59.5,906.9,11.8,33.0,338.1,Valle,850
2023-12-24,Estacion_3,20.8,0.0,54.1,908.1,8.3,49.9,401.5,Valle,850
2023-12-25,Estacion_3,19.2,0.0,52.5,907.2,8.3,50.4,382.5,Valle,850
2023-12-26,Estacion_3,17.8,0.0,51.1,906.6,8.9,61.1,295.6,Valle,850
2023-12-27,Estacion_3,17.4,0.0,55.5,906.7,9.1,28.4,317.2,Valle,850
2023-12-28,Estacion_3,18.7,0.0,60.1,905.9,7.8,26.5,322.0,Valle,850
2023-12-29,Estacion_3,18.9,0.0,52.4,907.6,10.1,62.6,376.4,Valle,850
2023-12-30,Estacion_3,20.0,0.0,65.2,907.8,6.5,48.6,449.2,Valle,850
2023-12-31,Estacion_3,18.2,0.0,64.6,908.1,9.6,63.4,425.3,Valle,850
2023-01-01,Estacion_4,15.7,0.0,46.0,826.6,9.4,42.2,407.0,Montaña,1500
2023-01-02,Estacion_4,14.2,0.0,62.6,825.6,12.3,69.2,439.5,Montaña,1500
2023-01-03,Estacion_4,13.7,0.0,55.0,825.7,9.7,81.3,497.7,Montaña,1500
2023-01-04,Estacion_4,14.5,0.0,49.0,825.5,9.0,39.1,372.9,Montaña,1500
2023-01-05,Estacion_4,13.9,0.0,52.5,823.9,13.6,58.0,349.6,Montaña,1500
2023-01-06,Estacion_4,13.3,0.0,59.4,826.8,14.0,103.3,281.0,Montaña,1500
2023-01-07,Estacion_4,18.2,0.0,46.2,826.3,9.6,61.3,410.9,Montaña,1500
2023-01-08,Estacion_4,18.5,0.0,44.6,824.2,13.3,18.5,405.8,Montaña,1500
2023-01-09,Estacion_4,16.3,0.0,55.9,826.9,14.1,28.8,423.3,Montaña,1500
2023-01-10,Estacion_4,15.6,0.0,46.2,825.1,12.3,48.9,385.7,Montaña,1500
2023-01-11,Estacion_4,16.5,0.0,53.7,824.9,9.3,27.8,420.4,Montaña,1500
2023-01-12,Estacion_4,18.1,0.0,53.6,826.1,10.6,36.7,517.1,Montaña,1500
2023-01-13,Estacion_4,16.1,0.0,50.6,826.8,11.5,27.7,337.6,Montaña,1500
2023-01-14,Estacion_4,18.0,0.0,53.6,824.0,13.9,160.7,468.6,Montaña,1500
2023-01-15,Estacion_4,18.1,0.0,48.7,826.7,15.3,15.5,438.6,Montaña,1500
2023-01-16,Estacion_4,15.2,0.0,64.8,824.3,13.8,73.7,511.7,Montaña,1500
2023-01-17,Estacion_4,17.4,0.0,61.8,825.2,10.6,82.7,387.9,Montaña,1500
2023-01-18,Estacion_4,17.3,0.0,53.3,824.6,10.0,34.4,410.1,Montaña,1500
2023-01-19,Estacion_4,15.9,0.0,53.9,826.8,15.9,72.4,367.5,Montaña,1500
2023-01-20,Estacion_4,16.8,0.0,60.4,822.7,17.5,50.1,500.8,Montaña,1500
2023-01-21,Estacion_4,17.1,0.0,57.0,825.3,13.2,42.4,409.8,Montaña,1500
2023-01-22,Estacion_4,19.6,0.0,59.2,827.3,14.9,29.0,378.3,Montaña,1500
2023-01-23,Estacion_4,17.6,0.0,58.5,829.4,13.3,24.4,406.8,Montaña,1500
2023-01-24,Estacion_4,18.7,0.0,44.9,828.1,11.0,60.7,475.7,Montaña,1500
2023-01-25,Estacion_4,17.2,0.0,53.8,824.7,16.5,35.3,356.3,Montaña,1500
2023-01-26,Estacion_4,18.0,0.0,53.9,826.3,14.3,110.4,441.4,Montaña,1500
2023-01-27,Estacion_4,17.0,0.0,45.0,825.2,10.8,43.3,460.9,Montaña,1500
2023-01-28,Estacion_4,19.3,0.0,55.7,826.2,11.1,51.6,370.2,Montaña,1500
2023-01-29,Estacion_4,17.9,0.0,55.7,826.1,9.1,45.4,387.2,Montaña,1500
2023-01-30,Estacion_4,20.7,0.0,49.0,827.0,14.1,54.7,514.9,Montaña,1500
2023-01-31,Estacion_4,19.3,0.0,54.2,828.6,12.1,20.8,435.9,Montaña,1500
2023-02-01,Estacion_4,21.2,0.0,52.9,824.0,17.4,46.7,466.4,Montaña,1500
2023-02-02,Estacion_4,20.5,0.0,51.1,824.6,10.2,30.6,496.6,Montaña,1500
2023-02-03,Estacion_4,18.6,0.0,49.4,822.7,11.8,34.4,473.5,Montaña,1500
2023-02-04,Estacion_4,20.5,0.0,48.7,825.5,15.5,63.3,443.1,Montaña,1500
2023-02-05,Estacion_4,18.4,0.0,60.5,827.4,12.9,31.9,450.3,Montaña,1500
2023-02-06,Estacion_4,20.9,0.0,48.5,824.2,14.5,34.7,403.9,Montaña,1500
2023-02-07,Estacion_4,21.8,0.0,49.9,826.5,13.4,32.5,359.4,Montaña,1500
2023-02-08,Estacion_4,18.7,0.0,58.2,826.4,8.9,99.2,433.4,Montaña,1500
2023-02-09,Estacion_4,23.3,0.0,44.4,824.9,13.3,52.4,405.2,Montaña,1500
2023-02-10,Estacion_4,22.6,0.0,48.4,825.0,9.1,47.5,575.4,Montaña,1500
2023-02-11,Estacion_4,22.4,0.0,42.2,826.3,12.6,92.9,425.5,Montaña,1500
2023-02-12,Estacion_4,23.9,0.0,42.5,826.3,9.3,90.3,614.0,Montaña,1500
2023-02-13,Estacion_4,20.9,0.0,46.1,828.2,12.1,83.4,417.0,Montaña,1500
2023-02-14,Estacion_4,23.0,0.0,47.0,824.9,15.1,54.7,433.6,Montaña,1500
2023-02-15,Estacion_4,23.8,0.0,51.4,824.7,8.6,37.1,437.1,Montaña,1500
2023-02-16,Estacion_4,23.8,0.0,42.7,827.0,12.7,38.1,444.2,Montaña,1500
2023-02-17,Estacion_4,20.0,0.0,58.6,827.2,10.5,67.7,534.6,Montaña,1500
2023-02-18,Estacion_4,20.8,0.0,52.4,824.5,18.1,48.1,461.4,Montaña,1500
2023-02-19,Estacion_4,25.3,1.0,46.6,826.9,13.3,40.8,459.1,Montaña,1500
2023-02-20,Estacion_4,23.3,0.0,46.7,826.0,10.9,73.1,538.0,Montaña,1500
2023-02-21,Estacion_4,22.5,0.0,52.1,825.8,12.5,48.4,441.7,Montaña,1500
2023-02-22,Estacion_4,24.6,0.0,48.0,828.1,12.9,62.3,523.7,Montaña,1500
2023-02-23,Estacion_4,23.1,0.0,47.0,824.0,16.3,52.7,562.8,Montaña,1500
2023-02-24,Estacion_4,23.3,0.0,43.6,826.2,13.0,42.2,436.5,Montaña,1500
2023-02-25,Estacion_4,23.3,0.0,43.2,825.2,10.8,57.9,608.2,Montaña,1500
2023-02-26,Estacion_4,23.1,0.0,45.9,827.4,12.7,21.9,460.8,Montaña,1500
2023-02-27,Estacion_4,22.9,0.0,60.0,826.1,12.9,86.5,559.7,Montaña,1500
2023-02-28,Estacion_4,19.7,0.0,46.4,823.8,15.9,65.5,570.3,Montaña,1500
2023-03-01,Estacion_4,23.4,0.0,50.0,827.9,16.7,64.5,460.9,Montaña,1500
2023-03-02,Estacion_4,25.2,0.0,45.8,823.7,18.7,36.2,504.7,Montaña,1500
2023-03-03,Estacion_4,23.5,0.0,40.9,823.7,8.7,39.0,493.2,Montaña,1500
2023-03-04,Estacion_4,24.7,0.0,42.3,825.1,12.6,83.6,474.4,Montaña,1500
2023-03-05,Estacion_4,25.2,0.0,33.7,825.2,11.5,42.1,490.1,Montaña,1500
2023-03-06,Estacion_4,22.4,0.0,50.4,827.3,13.1,75.0,459.4,Montaña,1500
2023-03-07,Estacion_4,26.7,0.0,47.3,828.0,12.6,24.0,467.9,Montaña,1500
2023-03-08,Estacion_4,24.8,0.0,49.2,827.1,10.8,58.1,529.3,Montaña,1500
2023-03-09,Estacion_4,24.0,0.0,48.1,823.1,17.2,55.6,437.8,Montaña,1500
2023-03-10,Estacion_4,25.7,0.0,45.9,825.8,15.1,64.7,489.0,Montaña,1500
2023-03-11,Estacion_4,25.2,0.0,45.8,825.6,8.5,52.5,356.3,Montaña,1500
2023-03-12,Estacion_4,22.8,0.0,46.6,823.7,14.4,75.4,510.8,Montaña,1500
2023-03-13,Estacion_4,22.5,0.0,50.7,826.1,14.6,101.4,430.7,Montaña,1500
2023-03-14,Estacion_4,26.8,0.0,42.6,824.8,11.3,58.9,474.1,Montaña,1500
2023-03-15,Estacion_4,25.7,0.0,45.0,826.9,12.4,74.3,513.1,Montaña,1500
2023-03-16,Estacion_4,21.7,0.0,50.4,825.2,12.2,46.6,458.8,Montaña,1500
2023-03-17,Estacion_4,22.5,0.0,44.3,823.9,12.1,22.3,515.7,Montaña,1500
2023-03-18,Estacion_4,24.6,0.0,55.7,824.5,13.7,39.9,393.7,Montaña,1500
2023-03-19,Estacion_4,26.3,0.0,46.4,826.0,11.7,62.0,521.1,Montaña,1500
2023-03-20,Estacion_4,24.7,0.0,50.2,823.6,14.4,123.0,408.1,Montaña,1500
2023-03-21,Estacion_4,25.1,0.0,48.8,827.9,16.9,39.1,540.2,Montaña,1500
2023-03-22,Estacion_4,25.9,0.0,49.9,825.2,15.6,28.8,449.3,Montaña,1500
2023-03-23,Estacion_4,23.3,0.0,47.8,825.9,15.9,67.6,465.1,Montaña,1500
2023-03-24,Estacion_4,28.2,0.0,42.1,825.1,10.3,89.6,516.9,Montaña,1500
2023-03-25,Estacion_4,27.1,0.0,48.9,826.9,13.8,37.2,485.1,Montaña,1500
2023-03-26,Estacion_4,25.3,0.0,40.4,825.5,13.7,53.5,507.8,Montaña,1500
2023-03-27,Estacion_4,25.4,0.0,48.1,825.6,8.2,51.8,591.9,Montaña,1500
2023-03-28,Estacion_4,26.6,0.0,44.8,824.5,10.6,91.8,596.5,Montaña,1500
2023-03-29,Estacion_4,26.1,0.0,37.7,826.6,12.8,36.8,586.0,Montaña,1500
2023-03-30,Estacion_4,22.9,0.0,43.5,826.6,8.1,28.4,463.1,Montaña,1500
2023-03-31,Estacion_4,24.8,0.0,45.8,824.9,13.1,22.1,461.9,Montaña,1500
2023-04-01,Estacion_4,25.2,0.0,45.9,825.7,10.4,114.9,469.4,Montaña,1500
2023-04-02,Estacion_4,24.7,0.0,37.0,824.2,12.5,55.2,654.2,Montaña,1500
2023-04-03,Estacion_4,27.0,0.0,34.2,825.0,10.1,46.4,524.1,Montaña,1500
2023-04-04,Estacion_4,26.2,0.0,40.6,823.6,13.7,23.8,539.2,Montaña,1500
2023-04-05,Estacion_4,25.8,0.0,45.9,825.3,11.5,74.6,494.7,Montaña,1500
2023-04-06,Estacion_4,23.9,0.0,40.7,828.0,16.8,37.9,454.7,Montaña,1500
2023-04-07,Estacion_4,24.6,0.0,40.5,825.7,12.7,27.7,447.0,Montaña,1500
2023-04-08,Estacion_4,26.1,0.0,47.3,824.4,12.5,19.1,538.9,Montaña,1500
2023-04-09,Estacion_4,22.4,0.0,42.2,825.3,11.5,40.4,403.0,Montaña,1500
2023-04-10,Estacion_4,23.7,0.0,47.0,824.9,8.9,53.1,518.4,Montaña,1500
2023-04-11,Estacion_4,25.1,0.0,47.4,827.5,14.2,62.2,493.4,Montaña,1500
2023-04-12,Estacion_4,23.0,1.1,50.8,824.3,14.6,19.7,442.0,Montaña,1500
2023-04-13,Estacion_4,25.9,0.0,39.4,824.7,11.7,21.4,431.1,Montaña,1500
2023-04-14,Estacion_4,26.5,0.0,42.0,825.1,11.8,41.2,579.8,Montaña,1500
2023-04-15,Estacion_4,25.7,0.0,47.0,827.7,15.5,105.1,485.8,Montaña,1500
2023-04-16,Estacion_4,26.2,0.0,39.2,826.6,11.0,34.4,593.9,Montaña,1500
2023-04-17,Estacion_4,24.4,0.0,42.2,824.6,12.9,65.9,565.7,Montaña,1500
2023-04-18,Estacion_4,24.7,0.6,37.2,825.3,9.3,51.0,555.0,Montaña,1500
2023-04-19,Estacion_4,27.2,0.0,47.0,824.3,11.7,62.9,425.1,Montaña,1500
2023-04-20,Estacion_4,26.3,0.0,43.1,826.0,11.6,87.6,387.1,Montaña,1500
2023-04-21,Estacion_4,24.9,0.0,41.4,825.3,9.6,20.9,462.7,Montaña,1500
2023-04-22,Estacion_4,26.7,0.0,40.1,823.9,15.0,76.6,494.9,Montaña,1500
2023-04-23,Estacion_4,26.2,0.0,36.9,825.3,12.3,47.6,531.7,Montaña,1500
2023-04-24,Estacion_4,21.7,0.0,66.0,825.8,9.6,56.6,451.7,Montaña,1500
2023-04-25,Estacion_4,22.2,0.0,46.4,825.4,11.7,60.5,415.7,Montaña,1500
2023-04-26,Estacion_4,24.6,0.0,45.2,822.9,16.6,33.5,487.0,Montaña,1500
2023-04-27,Estacion_4,24.1,0.0,52.1,823.7,9.7,59.8,451.7,Montaña,1500
2023-04-28,Estacion_4,26.8,0.0,40.3,827.7,16.6,70.8,438.4,Montaña,1500
2023-04-29,Estacion_4,26.4,0.0,37.7,825.9,12.3,27.7,429.3,Montaña,1500
2023-04-30,Estacion_4,25.1,0.0,44.8,827.6,12.5,39.0,494.4,Montaña,1500
2023-05-01,Estacion_4,23.1,0.0,48.6,826.6,10.6,90.6,488.4,Montaña,1500
2023-05-02,Estacion_4,23.2,0.0,42.0,825.7,12.8,37.0,518.2,Montaña,1500
2023-05-03,Estacion_4,25.8,0.0,46.4,824.4,13.5,105.6,529.1,Montaña,1500
2023-05-04,Estacion_4,23.9,0.0,52.1,827.1,16.9,40.7,570.0,Montaña,1500
2023-05-05,Estacion_4,24.6,0.0,46.3,825.2,12.9,17.7,425.2,Montaña,1500
2023-05-06,Estacion_4,23.5,0.0,49.8,826.4,12.8,31.4,546.4,Montaña,1500
2023-05-07,Estacion_4,26.3,0.0,43.0,825.7,12.3,22.4,486.8,Montaña,1500
2023-05-08,Estacion_4,25.2,0.0,43.4,825.5,8.6,44.0,480.4,Montaña,1500
2023-05-09,Estacion_4,20.5,0.0,54.2,824.4,10.4,68.4,466.9,Montaña,1500
2023-05-10,Estacion_4,22.9,0.0,47.3,826.0,12.7,65.5,452.0,Montaña,1500
2023-05-11,Estacion_4,22.7,0.0,45.8,828.5,16.4,25.3,427.0,Montaña,1500
2023-05-12,Estacion_4,22.8,0.0,54.4,826.4,12.8,26.6,541.2,Montaña,1500
2023-05-13,Estacion_4,21.8,0.0,52.2,825.2,10.9,44.1,464.7,Montaña,1500
2023-05-14,Estacion_4,22.7,0.0,41.7,825.4,9.0,109.6,508.0,Montaña,1500
2023-05-15,Estacion_4,22.9,0.0,54.4,823.2,13.8,37.8,561.8,Montaña,1500
2023-05-16,Estacion_4,21.5,0.0,47.1,824.4,11.1,83.6,372.7,Montaña,1500
2023-05-17,Estacion_4,22.9,0.0,47.8,823.3,13.1,90.5,505.4,Montaña,1500
2023-05-18,Estacion_4,23.4,0.0,37.2,824.1,10.1,38.8,530.7,Montaña,1500
2023-05-19,Estacion_4,19.5,0.0,47.7,824.8,9.8,48.8,448.4,Montaña,1500
2023-05-20,Estacion_4,21.4,0.0,42.1,826.9,13.4,31.0,403.8,Montaña,1500
2023-05-21,Estacion_4,20.0,0.0,49.9,826.1,14.1,95.8,366.5,Montaña,1500
2023-05-22,Estacion_4,21.9,0.0,44.6,824.8,10.6,24.6,427.0,Montaña,1500
2023-05-23,Estacion_4,19.6,0.0,50.3,827.2,14.0,19.2,520.2,Montaña,1500
2023-05-24,Estacion_4,20.2,0.0,51.7,824.1,14.7,68.9,541.4,Montaña,1500
2023-05-25,Estacion_4,20.2,0.0,56.5,826.9,14.0,34.2,359.0,Montaña,1500
2023-05-26,Estacion_4,20.9,0.0,44.1,824.2,14.1,69.9,480.0,Montaña,1500
2023-05-27,Estacion_4,21.2,0.0,58.5,825.6,11.1,22.0,482.0,Montaña,1500
2023-05-28,Estacion_4,18.4,0.0,55.3,824.4,17.0,33.2,440.5,Montaña,1500
2023-05-29,Estacion_4,18.7,0.0,45.4,827.0,14.5,81.2,483.4,Montaña,1500
2023-05-30,Estacion_4,17.6,0.0,61.7,827.1,8.6,46.2,411.7,Montaña,1500
2023-05-31,Estacion_4,18.4,0.0,44.8,823.3,23.1,38.0,413.9,Montaña,1500
2023-06-01,Estacion_4,23.8,0.0,49.2,824.3,13.8,84.5,558.9,Montaña,1500
2023-06-02,Estacion_4,19.1,0.0,46.0,823.6,13.5,98.7,430.5,Montaña,1500
2023-06-03,Estacion_4,19.5,0.0,54.6,827.6,16.1,61.2,446.6,Montaña,1500
2023-06-04,Estacion_4,19.0,0.0,48.2,826.9,14.7,66.7,423.3,Montaña,1500
2023-06-05,Estacion_4,19.6,0.0,58.1,822.3,19.6,62.4,426.5,Montaña,1500
2023-06-06,Estacion_4,19.3,0.0,50.9,825.2,15.4,47.6,450.4,Montaña,1500
2023-06-07,Estacion_4,20.4,0.0,51.8,825.0,9.9,96.1,378.5,Montaña,1500
2023-06-08,Estacion_4,18.4,0.0,50.1,824.8,8.9,18.4,495.6,Montaña,1500
2023-06-09,Estacion_4,15.2,0.0,54.8,824.4,8.9,58.7,361.9,Montaña,1500
2023-06-10,Estacion_4,20.8,0.0,53.1,826.6,13.3,43.0,456.2,Montaña,1500
2023-06-11,Estacion_4,16.0,0.0,56.2,826.5,10.9,37.5,446.2,Montaña,1500
2023-06-12,Estacion_4,17.2,0.0,44.9,825.2,12.4,31.9,428.0,Montaña,1500
2023-06-13,Estacion_4,15.8,0.0,52.1,824.2,10.9,44.0,390.1,Montaña,1500
2023-06-14,Estacion_4,16.6,0.0,47.2,824.2,9.3,76.7,442.3,Montaña,1500
2023-06-15,Estacion_4,17.7,0.0,52.9,824.8,9.5,75.4,478.5,Montaña,1500
2023-06-16,Estacion_4,16.8,0.0,57.5,824.3,9.2,28.8,340.0,Montaña,1500
2023-06-17,Estacion_4,17.0,0.0,52.4,825.4,10.7,75.2,420.6,Montaña,1500
2023-06-18,Estacion_4,16.4,0.0,60.7,822.9,13.5,63.6,383.6,Montaña,1500
2023-06-19,Estacion_4,15.9,0.0,57.8,827.2,16.6,24.6,417.0,Montaña,1500
2023-06-20,Estacion_4,18.6,0.0,56.7,825.2,12.9,71.8,419.1,Montaña,1500
2023-06-21,Estacion_4,16.9,0.0,46.9,825.0,8.6,58.8,474.1,Montaña,1500
2023-06-22,Estacion_4,16.2,0.0,50.3,825.4,10.8,21.1,516.9,Montaña,1500
2023-06-23,Estacion_4,12.5,0.0,57.7,827.1,12.5,51.6,384.3,Montaña,1500
2023-06-24,Estacion_4,17.2,0.0,45.3,827.4,11.5,115.4,404.4,Montaña,1500
2023-06-25,Estacion_4,15.6,0.0,54.2,824.8,13.9,32.3,446.3,Montaña,1500
2023-06-26,Estacion_4,16.3,0.0,52.3,827.5,13.6,66.2,417.6,Montaña,1500
2023-06-27,Estacion_4,17.7,0.0,57.3,822.7,23.2,31.9,406.5,Montaña,1500
2023-06-28,Estacion_4,11.7,0.0,63.2,825.1,13.2,38.7,369.5,Montaña,1500
2023-06-29,Estacion_4,17.3,0.0,58.7,826.8,12.7,23.3,337.2,Montaña,1500
2023-06-30,Estacion_4,14.9,0.0,49.2,826.2,9.6,58.9,427.3,Montaña,1500
2023-07-01,Estacion_4,11.8,0.0,55.2,824.5,14.2,80.0,337.0,Montaña,1500
2023-07-02,Estacion_4,11.3,0.0,60.3,824.6,8.7,47.0,322.8,Montaña,1500
2023-07-03,Estacion_4,14.7,0.0,59.0,828.9,22.0,27.4,388.0,Montaña,1500
2023-07-04,Estacion_4,14.0,0.0,53.8,828.5,10.2,29.5,342.9,Montaña,1500
2023-07-05,Estacion_4,12.8,0.0,53.1,824.2,19.4,54.7,383.0,Montaña,1500
2023-07-06,Estacion_4,13.5,0.0,67.3,824.9,9.5,38.1,306.7,Montaña,1500
2023-07-07,Estacion_4,13.5,0.0,52.2,825.2,8.9,33.0,424.7,Montaña,1500
2023-07-08,Estacion_4,15.9,0.0,59.8,823.1,15.1,57.8,488.7,Montaña,1500
2023-07-09,Estacion_4,13.8,1.8,57.3,826.8,15.4,87.1,339.8,Montaña,1500
2023-07-10,Estacion_4,12.3,0.0,58.3,827.0,9.1,53.5,353.8,Montaña,1500
2023-07-11,Estacion_4,12.5,0.0,69.6,823.4,19.5,63.0,349.7,Montaña,1500
2023-07-12,Estacion_4,9.1,0.0,58.4,824.3,11.4,82.5,308.9,Montaña,1500
2023-07-13,Estacion_4,9.0,0.0,66.0,825.8,18.1,30.6,442.1,Montaña,1500
2023-07-14,Estacion_4,10.6,0.0,61.0,825.4,11.1,23.6,325.1,Montaña,1500
2023-07-15,Estacion_4,11.0,0.0,62.7,823.3,17.9,43.0,345.3,Montaña,1500
